STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/20/14,10.07,,,0,0,0,60,79,41,200,190,17,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/21/14,8.95,,,0,0,0,67,74,58,270,270,18.1,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/22/14,11.41,,,0,0,0,54,61,36,340,340,21.9,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/23/14,8.72,,,0.02,0,0,42,51,33,40,60,17,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/24/14,14.99,,,0.06,0,0,49,64,39,140,150,28,36.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/25/14,12.75,,,0.22,0,0,56,70,45,270,280,28,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/26/14,13.2,,,0,0,0,52,57,40,40,40,23,33.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/27/14,16.55,,,0.03,0,0,47,60,42,110,100,25.9,33.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/28/14,16.11,,,0.61,0,0,50,55,45,110,110,28,35.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/29/14,7.83,,,0.61,0,0,52,59,47,200,210,25.1,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/30/14,10.51,,,0.01,0,0,50,53,43,250,220,19.9,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/1/14,13.42,,,0.09,0,0,45,49,42,240,260,23,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/2/14,11.41,,,0,0,0,48,53,46,240,230,21,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/3/14,14.76,,,0,0,0,55,67,46,280,290,29.1,36.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/4/14,10.07,,,0,0,0,55,58,44,100,280,16.1,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/5/14,13.2,,,0.05,0,0,49,55,43,40,40,21,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/6/14,13.65,,,0,0,0,50,63,41,70,100,21.9,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/7/14,8.95,,,0,0,0,59,78,48,40,30,21.9,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/8/14,14.32,,,0.1,0,0,69,89,51,220,210,38.9,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/9/14,16.11,,,1.03,0,0,71,73,54,240,240,28,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/10/14,6.93,,,0,0,0,62,77,47,280,270,18.1,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/11/14,8.95,,,0.12,0,0,67,81,52,150,180,23.9,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/12/14,12.08,,,2.09,0,0,72,84,64,250,250,49,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/13/14,12.3,,,0.12,0,0,65,67,52,280,260,19.9,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/14/14,12.08,,,0.02,0,0,53,56,44,40,40,21,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/15/14,13.65,,,0.19,0,0,47,55,40,350,360,23.9,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/16/14,8.05,,,0.1,0,0,41,46,37,30,70,15,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/17/14,8.5,,,0,0,0,48,60,39,240,240,17,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/18/14,10.51,,,0,0,0,56,69,47,250,250,18.1,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/19/14,13.42,,,0,0,0,59,69,45,150,150,30,36.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/20/14,11.18,,,0.82,0,0,71,85,62,180,180,21.9,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/21/14,7.61,,,0.01,0,0,75,86,63,280,280,21,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/22/14,6.71,,,0,0,0,67,70,53,90,10,14.1,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/23/14,6.49,,,0,0,0,59,69,48,50,50,15,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/24/14,5.14,,,0,0,0,60,74,47,80,60,12.1,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/25/14,4.92,,,0,0,0,66,83,50,90,250,13,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/26/14,7.61,,,0,0,0,74,87,61,180,180,23.9,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/27/14,10.07,,,0.21,0,0,75,85,58,20,10,21.9,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/28/14,9.4,,,0.03,0,0,64,71,56,40,40,19.9,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/29/14,8.95,,,0,0,0,63,76,54,50,50,18.1,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/30/14,6.93,,,0,0,0,65,79,53,50,60,15,18.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/31/14,8.05,,,0,0,0,71,88,54,100,90,18.1,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/1/14,12.97,,,0,0,0,75,90,63,180,210,29.1,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/2/14,14.54,,,0.14,0,0,76,83,68,240,250,35.1,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/3/14,9.84,,,0,0,0,75,81,66,300,330,23,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/4/14,9.4,,,0.19,0,0,66,70,55,50,110,17,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/5/14,6.04,,,0,0,0,63,76,52,90,190,13,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/6/14,4.92,,,0,0,0,67,81,49,110,80,14.1,18.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/7/14,7.61,,,0.08,0,0,71,84,57,320,350,19.9,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/8/14,14.09,,,0.23,0,0,65,72,54,20,20,23.9,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/9/14,8.5,,,0,0,0,65,78,55,40,40,16.1,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/10/14,10.29,,,1.26,0,0,60,66,56,50,30,21,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/11/14,7.38,,,0.52,0,0,60,67,57,40,40,16.1,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/12/14,10.07,,,0,0,0,68,79,58,270,280,23.9,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/13/14,9.84,,,0,0,0,66,75,55,320,320,18.1,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/14/14,8.28,,,0,0,0,66,79,52,170,150,18.1,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/15/14,15.66,,,0,0,0,72,84,60,170,170,32,38.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/16/14,8.72,,,0,0,0,78,88,67,180,180,17,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/17/14,12.53,,,0,0,0,82,91,77,210,220,28,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/18/14,10.29,,,0.65,0,0,78,82,61,120,120,32,38.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/19/14,8.28,,,0.32,0,0,66,79,59,70,70,17,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/20/14,8.5,,,0.01,0,0,74,85,63,310,270,16.1,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/21/14,7.38,,,1.28,0,0,69,84,60,330,320,31.1,42.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/22/14,4.92,,,0,0,0,70,82,63,70,50,12.1,14.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/23/14,5.59,,,0.05,0,0,71,81,66,150,260,12.1,15
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/24/14,4.7,,,0.41,0,0,77,87,70,340,10,25.1,42.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/25/14,7.38,,,0,0,0,69,80,59,40,40,18.1,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/26/14,6.71,,,0,0,0,64,78,59,70,,10.1,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/27/14,9.84,,,0,0,0,71,88,59,190,170,18.1,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/28/14,12.08,,,0,0,0,79,87,71,140,140,25.1,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/29/14,12.97,,,0.07,0,0,77,85,69,260,260,29.1,36.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/30/14,12.53,,,2.6,0,0,79,87,67,310,290,31.1,42.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/1/14,12.3,,,0,0,0,72,80,67,250,260,23.9,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/2/14,9.62,,,0.12,0,0,67,70,56,280,290,18.1,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/3/14,6.71,,,0.07,0,0,63,76,56,40,310,16.1,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/4/14,7.16,,,0,0,0,68,79,58,100,110,13,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/5/14,8.28,,,0,0,0,69,77,60,230,240,19.9,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/6/14,12.3,,,0,0,0,73,87,63,220,210,21.9,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/7/14,8.5,,,0.63,0,0,80,88,71,240,240,25.1,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/8/14,12.08,,,0.54,0,0,76,81,66,280,290,23,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/9/14,8.5,,,0,0,0,72,80,62,320,330,19.9,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/10/14,4.47,,,0,0,0,70,79,60,60,100,14.1,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/11/14,5.37,,,0.01,0,0,70,81,60,160,150,14.1,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/12/14,10.51,,,0.47,0,0,74,80,70,270,270,29.1,36.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/13/14,9.62,,,0.01,0,0,76,85,68,250,280,16.1,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/14/14,8.05,,,0.2,0,0,72,80,61,310,310,23,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/15/14,10.51,,,0.05,0,0,63,70,55,350,310,21,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/16/14,7.38,,,0,0,0,63,72,55,350,330,18.1,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/17/14,5.59,,,0,0,0,66,78,54,100,70,13,16.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/18/14,6.93,,,0,0,0,70,79,59,130,150,18.1,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/19/14,4.7,,,0,0,0,70,80,57,100,100,14.1,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/20/14,4.47,,,0,0,0,72,82,60,210,220,10.1,14.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/21/14,7.16,,,0,0,0,75,86,63,190,210,15,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/22/14,11.86,,,0.01,0,0,79,90,69,30,230,23,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/23/14,16.11,,,0,0,0,73,75,59,20,10,25.1,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/24/14,8.72,,,0,0,0,65,75,57,50,40,14.1,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/25/14,9.17,,,0,0,0,66,75,55,230,230,21,27.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/26/14,5.59,,,0,0,0,74,84,68,230,230,14.1,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/27/14,14.99,,,0.02,0,0,78,87,65,310,290,29.1,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/28/14,11.18,,,0,0,0,67,73,59,10,360,23,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/29/14,9.62,,,0.01,0,0,69,81,58,340,320,33.1,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/30/14,6.93,,,0,0,0,69,79,59,60,290,14.1,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/31/14,8.5,,,0,0,0,71,84,59,290,250,19.9,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/1/14,6.93,,,0.15,0,0,73,85,62,40,30,25.1,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/2/14,4.25,,,0,0,0,72,86,59,50,50,14.1,16.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/3/14,6.93,,,0,0,0,75,87,62,280,250,15,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/4/14,7.61,,,2.76,0,0,75,87,67,30,30,21.9,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/5/14,6.26,,,0,0,0,71,80,64,50,50,15,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/6/14,6.26,,,0,0,0,71,80,62,40,,10.1,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/7/14,8.95,,,0,0,0,72,81,61,80,,15,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/8/14,10.74,,,0,0,0,74,82,66,100,110,21,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/9/14,9.17,,,0,0,0,74,80,66,50,70,18.1,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/10/14,8.5,,,0,0,0,74,81,69,350,360,16.1,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/11/14,6.71,,,0.85,0,0,72,82,67,320,340,17,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/12/14,12.08,,,0.07,0,0,67,70,61,330,330,25.1,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/13/14,9.4,,,0,0,0,69,82,57,300,320,18.1,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/14/14,7.61,,,0,0,0,67,72,57,50,60,14.1,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/15/14,6.04,,,0,0,0,65,78,52,220,260,13,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/16/14,8.28,,,0,0,0,71,82,62,250,250,16.1,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/17/14,8.5,,,0,0,0,70,71,64,20,40,15,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/18/14,4.92,,,0,0,0,70,83,65,210,210,14.1,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/19/14,10.74,,,0.09,0,0,77,86,69,250,260,23.9,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/20/14,7.83,,,0,0,0,76,86,66,240,240,17,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/21/14,4.92,,,0.98,0,0,75,79,70,150,130,14.1,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/22/14,5.14,,,1.58,0,0,78,86,72,250,260,15,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/23/14,4.92,,,0.34,0,0,77,86,68,300,300,29.1,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/24/14,7.38,,,0,0,0,76,88,70,120,150,12.1,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/25/14,6.71,,,0.01,0,0,79,88,71,340,340,23.9,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/26/14,6.04,,,0.12,0,0,76,85,71,330,330,31.1,36.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/27/14,6.93,,,0,0,0,74,82,67,30,40,15,18.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/28/14,8.5,,,0,0,0,71,77,67,100,110,17,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/29/14,11.18,,,0.08,0,0,76,86,71,160,150,18.1,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/30/14,11.63,,,0.27,0,0,77,83,70,240,230,25.1,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/31/14,6.71,,,0,0,0,76,85,68,230,220,14.1,18.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/1/14,11.41,,,0.36,0,0,77,83,70,290,220,23,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/2/14,5.82,,,0.01,0,0,74,82,67,280,280,18.1,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/3/14,6.71,,,0,0,0,73,83,61,190,190,15,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/4/14,12.53,,,0.26,0,0,76,85,71,170,180,25.9,33.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/5/14,10.96,,,0.5,0,0,80,88,64,300,300,44.1,52.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/6/14,8.5,,,0,0,0,67,75,60,340,340,15,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/7/14,4.25,,,0,0,0,67,80,54,100,60,14.1,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/8/14,6.26,,,0,0,0,67,77,55,190,190,15,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/9/14,7.61,,,0.01,0,0,70,79,63,180,170,17,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/10/14,15.88,,,1.31,0,0,72,80,56,280,200,28,38.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/11/14,10.29,,,0,0,0,54,56,50,340,340,17,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/12/14,12.53,,,0.13,0,0,51,55,44,320,320,18.1,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/13/14,7.61,,,0,0,0,47,59,41,310,310,16.1,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/14/14,4.92,,,0,0,0,53,65,42,280,250,15,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/15/14,4.92,,,0,0,0,56,62,51,20,20,17,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/16/14,4.47,,,0,0,0,56,68,44,270,270,12.1,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/17/14,2.91,,,0,0,0,59,70,48,60,290,12.1,16.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/18/14,6.26,,,0,0,0,61,70,53,30,40,13,18.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/19/14,11.41,,,0,0,0,63,78,53,190,180,23,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/20/14,10.07,,,0.12,0,0,69,77,63,250,260,28,38.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/21/14,12.75,,,0,0,0,65,69,51,300,310,28,36.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/22/14,5.59,,,0,0,0,55,67,46,310,320,12.1,14.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/23/14,4.25,,,0,0,0,60,74,51,80,190,12.1,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/24/14,5.59,,,0,0,0,65,77,54,110,120,15,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/25/14,2.01,,,0,0,0,65,74,56,70,80,8.1,10.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/26/14,4.47,,,0,0,0,65,79,51,60,60,13,16.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/27/14,3.8,,,0,0,0,66,79,54,80,60,13,16.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/28/14,3.13,,,0,0,0,65,78,53,60,70,10.1,14.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/29/14,8.95,,,0.01,0,0,66,83,53,40,40,23.9,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/30/14,9.62,,,0,0,0,53,58,47,20,10,19.9,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/1/14,10.51,,,0,0,0,58,70,49,130,120,17,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/2/14,7.83,,,0.32,0,0,67,72,63,210,210,18.1,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/3/14,16.33,,,0.68,0,0,60,65,43,280,280,31.1,38.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/4/14,13.87,,,0.06,0,0,42,47,35,280,280,25.1,33.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/5/14,8.95,,,0.01,0,0,45,55,37,210,220,19.9,27.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/6/14,8.72,,,0.01,0,0,52,61,42,270,250,23,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/7/14,11.41,,,0,0,0,55,66,48,300,280,25.1,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/8/14,11.41,,,0,0,0,54,65,44,260,260,25.1,33.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/9/14,5.82,,,0,0,0,54,62,43,300,300,13,16.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/10/14,8.28,,,0,0,0,50,58,39,10,30,17,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/11/14,4.47,,,0,0,0,47,59,36,110,110,14.1,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/12/14,9.17,,,0.01,0,0,49,63,38,160,150,21,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/13/14,9.17,,,0.64,0,0,59,67,56,170,170,23,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/14/14,10.29,,,0.65,0,0,63,65,52,170,170,21.9,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/15/14,9.84,,,0.05,0,0,53,55,50,20,20,18.1,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/16/14,7.38,,,0,0,0,53,56,50,320,200,14.1,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/17/14,13.2,,,0,0,0,54,62,48,330,320,23.9,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/18/14,9.17,,,0.01,0,0,49,50,36,360,360,18.1,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/19/14,8.28,,,0,0,0,43,54,33,190,190,17,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/20/14,9.4,,,0.01,0,0,54,65,46,330,40,18.1,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/21/14,11.41,,,0,0,0,50,53,45,10,10,21,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/22/14,4.92,,,0,0,0,48,56,35,80,90,12.1,14.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/23/14,7.83,,,0,0,0,46,59,36,190,190,16.1,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/24/14,5.82,,,0,0,0,57,67,52,270,210,12.1,14.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/25/14,10.96,,,0,0,0,62,72,49,300,300,23,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/26/14,5.82,,,0,0,0,54,64,42,80,310,12.1,14.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/27/14,12.97,,,0,0,0,60,77,51,210,210,25.1,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/28/14,15.66,,,0,0,0,61,68,45,250,280,28,36.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/29/14,9.84,,,0,0,0,47,49,36,300,310,21.9,29.1
